id,title,external_id,overview,vote_average,poster_path
283,Fear Street: 1666,591275,"In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",7,/rmEPtz3Ufzol2VWUAZYzOFaBio3.jpg
287,Daisy Quokka: World's Scariest Animal,778814,"When an unbearably adorable, eternally optimistic Quokka named Daisy wants to achieve the impossible – to win the annual ‘World’s Scariest Animal’ championship, she enlists the guidance of a washed-up, former champion, a grouchy Saltwater Crocodile, to help her achieve her dreams and prove that champions can come in all sizes.",6,/jjV1DY1SlGI1eUJAXSdre8bpw7t.jpg
294,Cato,875460,,0,/rxxZIKVLioIFHi62WPm7jWPqFIw.jpg
299,Sin City: A Dame to Kill For,189,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,6,/50kALxDX4mmzIRljbNbPY0u4cie.jpg
301,Sonic the Hedgehog,454626,"Based on the global blockbuster videogame franchise from Sega, Sonic the Hedgehog tells the story of the world’s speediest hedgehog as he embraces his new home on Earth. In this live-action adventure comedy, Sonic and his new best friend team up to defend the planet from the evil genius Dr. Robotnik and his plans for world domination.",7,/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg
306,Your Name.,372058,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",8,/q719jXXEzOoYaps6babgKnONONX.jpg
315,Naruto Shippuden the Movie: Road to Ninja,118406,"Sixteen years ago, a mysterious masked ninja unleashes a powerful creature known as the Nine-Tailed Demon Fox on the Hidden Leaf Village Konoha, killing many people. In response, the Fourth Hokage Minato Namikaze and his wife Kushina Uzumaki, the Demon Fox's living prison or Jinchūriki, manage to seal the creature inside their newborn son Naruto Uzumaki. With the Tailed Beast sealed, things continued as normal. However, in the present day, peace ended when a group of ninja called the Akatsuki attack Konoha under the guidance of Tobi, the mysterious masked man behind Fox's rampage years ago who intends on executing his plan to rule the world by shrouding it in illusions.",7,/xLal6fXNtiJN6Zw6qk21xAtdOeN.jpg
323,Porn to Be Free,381749,"Italy, 1970. An increasing legion of harmless warriors begins a peaceful struggle for sexual freedom through pornography, shaking and shocking religious authorities and conservative political institutions. They are ironic, happy, crazy. They are dreamers, defenders of definitive communion between body and soul. But they were censored and humiliated. They were mistreated and arrested for demanding loud a new cultural renaissance.",5,/xhB2hGJBSvK69ZDOZJvNnoGh9vL.jpg
329,Naruto Shippuden the Movie: Blood Prison,75624,"After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing Jōnin from Kirigakure and Iwagakure, Naruto is imprisoned in Hōzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.",7,/4WT7zYFpe0fsbg6TitppiHddWAh.jpg
334,Exploits of a Young Don Juan,81774,"Roger is a 16-year-old who seeks to lose his virginity in this softcore erotic drama. His initial efforts are unsuccessful, but World War I breaks out and men are seen marching off to battle. Roger goes overboard when he is presented with several amorous opportunities.",5,/kjj3cpffTly4LzmLS84OrFfCcYh.jpg
343,Night in Paradise,606523,"An assassin named Tae-goo is offered a chance to switch sides with his rival Bukseong gang, headed by Chairman Doh. Tae-goo rejects the offer that results in the murder of his sister and niece. In revenge, Tae-goo brutally kills Chairman Doh and his men and flees to Jeju Island where he meets Jae-yeon, a terminally ill woman. Though, the henchman of the Bukseong gang, Executive Ma is mercilessly hunting Tae-goo to take revenge.",6,/dYCWUAidqgakGETwZkfGxU7CWhL.jpg
349,Wrath of the Titans,57165,"Perseus tries to live a quieter life as a village fisherman while - dangerously weakened by humanity's lack of devotion - the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",5,/b9n2R3xZWQ8MVZgndQoV34stS0h.jpg
355,Captain America: Civil War,271110,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",7,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg
356,Angels & Demons,13448,"Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave.",6,/uRBapeuwV8yy4in4BkETHBDmWkH.jpg
363,The Tax Collector,531499,David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,5,/3eg0kGC2Xh0vhydJHO37Sp4cmMt.jpg
367,Child's Play,10585,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed by the soul of a serial killer.",6,/433jjDcHFEFa9S1eMgkVaK3W900.jpg
376,After Porn Ends 2,440249,"After Porn Ends 2 picks up where its predecessor left off and not only turns back the clock to meet the oldest living stars in adult film's history, but goes in depth with some of Its most current retirees and juxtaposes their experiences in a life after porn. Delving deeper into society's ongoing stigmas of race, misogyny, and the reality of decreasing opportunities for these former VHS box cover stars. For some, their careers in adult entertainment is accepted proudly and without regret. In fact, it seems to have proven to be the pathway to their current happiness and inner peace. For others, however, a career in porn has proven to be a conduit to certain despair as they struggle to find a way to bury their past and emerge with a new career or calling.",5,/rfItXrtDGILwsCdmgVxX79phFuI.jpg
282,Justice Society: World War II,736069,"When the Flash finds himself dropped into the middle of World War II, he joins forces with Wonder Woman and her top-secret team known as the Justice Society of America.",7,/e4REOC6CZW8J6FslA4nRvdQXFXR.jpg
286,Pirates of the Caribbean: On Stranger Tides,1865,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",6,/keGfSvCmYj7CvdRx36OdVrAEibE.jpg
295,The Lion King,8587,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",8,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg
298,Frozen II,330457,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",7,/mINJaa34MtknCYl5AjtNJzWj8cD.jpg
303,Fast & Furious Presents: Hobbs & Shaw,384018,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",6,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg
310,World War Z,72190,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",6,/1SWBSYJsnyhdNRfLI1T6RsCxAQ4.jpg
314,Dragon Ball Z: Broly – The Legendary Super Saiyan,34433,"While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan.",7,/6iO8TJCyLI4BiPYOvdwzPV2bhoV.jpg
318,Boyka: Undisputed IV,348893,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude",7,/7QGdIJWWTkPhVjpQ0zA6z69khod.jpg
320,The Mad Hatter,698320,"An eccentric professor takes four of his students to the mansion of the “Mad Hatter”, an urban legend driven insane by mercury poisoning and grief. He says that there’s nothing to worry about now: the strange, shambling “caretakers” that haunt the home are merely servants that have fallen to inbreeding, and the Hatter himself has been dead for years. But as the students start disappearing one by one, those that remain start to question if the professor’s experiment is truly scientific...and if the Hatter didn’t just succumb to his madness, but decided to spread it...",5,/lTUfalNirpq7SBASa6lnzs27iam.jpg
322,"Batman: The Long Halloween, Part One",736073,"Following a brutal series of murders taking place on Halloween, Thanksgiving, and Christmas, Gotham City's young vigilante known as the Batman sets out to pursue the mysterious serial killer alongside police officer James Gordon and district attorney Harvey Dent.",7,/sR7gppb0YGjwLvE6Vnj6wYv5MnW.jpg
327,The 8th Night,604360,"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",6,/trSDStH3UP4ux4lAILNNSqDXSB3.jpg
331,The Conjuring 2,259693,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,7,/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg
335,Machine Gun Preacher,45610,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.",6,/A9gRYTyNLGJuxHmqdGM5UxHxJtB.jpg
338,Joker,475557,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",8,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg
